RecievedDate,LossDescription,LossLocation,LloydsClaimReference
2018-11-08 06:58:44.847,"SUBSEA PIPELINE - SEBUKU BLOCK, MAKASSAR STRAIT. S","SEBUKU BLOCK, MAKASSAR STRAIT, SOUTHEAST",07224068W
2018-03-22 04:11:36.937,SURFACE CONTROLLED SAFETY VALVES BECAME CLOSED ATW,"MISSISSIPPI CANYON BLOCK, GULF OF MEXICO",06751838T
2017-11-28 01:18:02.740,FAILURE OF ANCHOR CHAIN,TBA,07091412T
2019-02-26 03:32:37.450,SURFACE CONTROLLED SAFETY VALVES BECAME CLOSED ATW,"MISSISSIPPI CANYON BLOCK, GULF OF MEXICO",06751838T
2017-12-28 01:20:57.423,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07085800K
2019-12-25 01:17:03.723,INCIDENT DURING INSTALLATION OF SHEATHED MOORING W,"NJORD FIELD, CAR PROJECT",08198714W
2018-10-23 01:14:50.360,BLOCK,NULL,06869548F
2019-10-31 01:13:32.433,FLOODING DAMAGE,"ARGENTINA, EL TORDILLO",07529226Q
2019-07-31 01:12:34.207,BUILDING SUFFERED WATER DAMAGE DUE TO WATER TANKLE,"CANADA ALBERTA, DRAYTON VALLEY",06814068G
2017-09-21 07:27:28.407,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07085800K
2018-03-28 04:41:49.087,OIL SPILL CAUSED BY ILLEGAL TAPPING TO EXPORT OILP,FILANOVSKOGO FIELD ASTRAKHAN REGION RUSSIA,07243456A
2019-02-22 01:56:23.903,A RUPTURE OF LBV GREASING TUBE WAS DISCOVERED; ITC,"LUKOIL WEST QURNA-2, IRAQ",07815178C
2018-01-31 01:35:44.220,CROSS FLOW ISSUE AT ELGIN WHP B,"ELGIN FRANKLIN FIELD, EAST OF ABERDEEN",06820834F
2018-08-02 01:24:22.497,FLOODING DAMAGE,"ARGENTINA, EL TORDILLO",06894262Q
2019-11-15 01:10:06.703,THEFT AT THE MISHRIF AND YAMAMA WELLPADS,"WEST QURNA-2 PROJECT, IRAQ",07362614P
2018-06-27 01:11:16.463,POKIETNICA - 4 COW INCIDENT AT ROKIETNICA - 4,POLAND,05893450J
2019-02-20 01:46:18.350,ROOF AND HVAC DAMAGE FROM HAIL,"950 ISOM RD. AND 5631 BROADWAY,SAN ANTONIO, TEXAS",06542094A
2019-04-03 02:51:38.980,"DAMAGE OF THE PRODUCTION SITES, ROADS, BRIDGES, PL",GISSAR FIELD.,07511328W
2018-08-08 01:22:24.423,ROOF AND HVAC DAMAGE FROM HAIL,"950 ISOM RD. AND 5631 BROADWAY,SAN ANTONIO, TEXAS",06542094A
2018-11-06 02:43:44.353,THE WATER INJECTION FLOWLINE FROM THE FPSO TO THEW,NEW ZEALAND,06247542Q
2018-09-30 01:20:39.670,DAMAGE TO BEND STIFFENER CONNECTOR WIRE,NORTH SEA,05878314C
2018-10-16 01:13:01.773,FAILED PRINTED CIRCUIT HEAT EXCHANGER,CIDADE SAQAREMA,06772988Q
2019-03-12 01:22:51.550,ROOF AND HVAC DAMAGE FROM HAIL,"950 ISOM RD. AND 5631 BROADWAY,SAN ANTONIO, TEXAS",06542094A
2018-04-20 08:00:33.220,CONTROL ROOM REPORTED LOSS OF COMMUNICATION WITHSE,OFFSHORE ANGOLA,07071734F
2018-02-23 01:16:42.507,1 MARCH 2015 TO 2 APRIL 2016,TBA,06485552V
2019-03-22 02:40:49.843,A ROUTINE WELL BARRIER TEST WAS CONDUCTED ON SKARV,TBA,07341342B
2018-07-16 06:36:16.280,EBN IS PARTNER IN MAATSCHAP GRONINGEN GRONINGENPAR,NETHERLAND,06637136B
2019-08-30 01:22:17.637,TEMP MOORING DAMAGE,TBA,06666398M
2018-01-16 01:14:50.577,THE WEST POLARIS EXPERIENCED A BLACKOUT AND WAS IN,OFFSHORE ANGOLA,06368192H
2018-03-18 04:14:06.903,BLOCK ENTRY,NULL,06842494T
2018-06-21 01:11:35.123,BLOCK,NULL,07181864Q
2019-01-22 01:22:47.333,PRECAUTIONARY ADVICE IN RESPECT OF LAUNDRY LISTING,VARIOUS,06289194M
2019-04-30 01:27:44.203,VARIOUS DAMAGES,TBA,07352552R
2019-03-26 02:08:51.177,MOORING LINE DAMAGE,TBA,06336750M
2018-11-07 01:10:57.337,DAMAGE TO FLEXIBLE RISER - CENDOR PHASE 2,CDW - B PLATFORM,06280824R
2019-11-13 01:07:25.210,BLOCK,NULL,06336746A
2018-05-06 01:13:54.890,FAILED PRINTED CIRCUIT HEAT EXCHANGER (OPERATINGRI,CIDADE MARICA,07022028B
2019-09-17 01:18:03.910,SPUD CAN DAMAGES,TBA,06486938G
2018-12-23 01:37:28.533,DAMAGE TO VARIOUS FLOWLINES,CAMEROON,06542934W
2019-05-29 01:18:35.510,"FRACTURE ON ONE OF THE PIPELINES BETWEEN THE L/M  ",TBA,06353380C
2017-11-15 01:18:41.127,BLOCK,NULL,07181864Q
2019-05-26 03:02:35.170,DRIFTED MATERIAL BARGE DUE TO BAD WEATHER.,KUWAIT,07947480C
2019-08-20 01:10:00.480,INJURY,NULL,07815048V
2018-09-02 01:26:37.687,DAMAGE TO GAS TURBINE UNITS 1&2,"HAFAYA SITE, IRAQ",05957352F
2020-05-12 01:29:49.903,DAMAGE TO ROLLS-ROYCE THRUSTERS.,TBA,07485474B
2017-11-29 01:16:30.817,DAMAGES TO TURBO COMPRESSOR PACKAGES,OFFSHORE MYANMAR,06554446R
2018-07-29 01:19:03.707,DAMAGE TO BOP,TBA,07437274Q
2020-05-12 01:30:02.997,DAMAGE TO ROLLS-ROYCE THRUSTERS.,TBA,07610470P
2019-01-11 01:20:40.287,LAN TAY HYDRAULIC LOSS,VIETNAM,06606324H
2018-08-08 01:22:15.377,SPUD CAN DAMAGES,TBA,06486938G
2020-07-01 01:58:50.050,SPUD CAN DAMAGES,TBA,06486938G
2018-01-16 01:17:46.170,DURING THE TRANSPOOLING OF UO-1 UMBILICAL TO INSTA,BLOCK 15-06 WEST HUB,07031792T
2018-12-23 01:37:31.830,DAMAGE TO VARIOUS FLOWLINES,CAMEROON,06578982K
2017-11-23 10:26:54.537,DAMAGE TO VARIOUS FLOWLINES,CAMEROON,06578982K
2018-04-05 01:25:58.483,SAKHALIN I OFFSHORE. LOADING INCIDENT,OFFSHORE RUSSIA,07227332N
2019-07-19 01:14:14.567,DAMAGED SEALS,OFFSHORE ANGOLA,07356430J
2017-09-24 20:18:39.653,WATER DAMAGE TO OFFICE EQUIP.,"VIETNAM, HO CHI MINH CITY",06478956W
2017-09-21 07:26:50.483,INCIDENT WITH TURRET BEARING,"JUBILEE FPSO, GHANA",06677880T
2018-01-23 01:18:25.467,DAMAGE TO UMBILICAL,OFFSHORE INDIA,06977228C
2019-06-30 01:17:21.433,FLARE TIP DAMAGE,JUBILEE FPSO,06747974W
2019-03-20 01:55:18.583,INJURY,NULL,07815048V
2018-02-13 01:14:32.723,DAMAGES TO TURBO COMPRESSOR PACKAGES,OFFSHORE MYANMAR,06514224F
2019-10-25 01:15:28.690,WATER INJECTION RISER DAMAGE,JUBILEE FPSO,06234344E
2018-05-24 01:50:23.330,DAMAGE TO BOP,TBA,06437690H
2019-03-07 01:12:31.187,EXPLOSION AND FIRE AT OBANGUE EAST CENTRAL PROCESS,"OBANGUE EAST SITE, GABON",06681570C
2018-01-23 01:17:01.373,ANOMALIES INVOLVING EXTRAORDINARY MOVEMENTDISCOVER,BLOCK PM3 CAA OFFSHORE VIETNAM,06498664A
2019-03-12 01:22:54.567,LAN TAY HYDRAULIC LOSS,VIETNAM,06606324H
2018-01-03 01:12:18.190,BLOCK,NULL,06486934R
2019-12-11 01:07:29.747,INJURY,NULL,07815048V
2017-12-24 01:15:55.467,"SMALL FIRE, PRODUCTION STOPPED FOR SHORT TIME",UNKNOWN,07240342R
2019-04-30 01:27:45.470,VARIOUS DAMAGES,TBA,07353082C
2017-10-04 01:13:24.350,FIRE AT THERMAL POWER PLANT FURRIAL,VENEZUELA,06520670Q
2019-02-05 01:44:35.873,TPL ANCHOR DAMAGE TO PRETRONAS PIPELINE,"SABAH, MALAYSIA",07788788N
2018-09-26 01:25:01.900,BLOCK,NULL,06336746A
2018-10-30 08:14:13.067,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07311422F
2019-10-05 01:38:46.650,GRIT CONTAMINATED WITH ASBESTOS,NETHERLANDS,07602938A
2018-10-23 01:17:28.283,TBA,TBA,07373352F
2018-02-13 01:15:56.427,"LANTENT DEFECT (HULL) AT DOL-2, QATAR",QATAR,06840662Q
2018-04-10 01:18:46.730,BLOCK,NULL,06869548F
2018-10-07 01:21:27.217,PIPELINE DAMAGE,TBA,07616186Q
2019-09-26 01:27:40.347,UNDERGROUND BLOWOUT,TBA,06955348T
2020-07-08 01:21:24.477,FIRE AT MEASURING POINT,"ARGENTINA, EL TORDILLO",06876524N
2018-12-12 01:11:48.827,FLOODING DAMAGE,"ARGENTINA, EL TORDILLO",06894262Q
2019-07-16 01:12:36.027,TBA,TBA,07373352F
2019-11-15 01:13:26.453,INCIDENT DURING INSTALLATION OF SHEATHED MOORING W,"NJORD FIELD, CAR PROJECT",08198714W
2019-04-30 01:27:02.203,ON 30TH SEPTEMBER 2016 EXTERNAL MINOR OIL LEAKNOTI,OFFSHORE ANGOLA,07209220H
2018-07-11 01:51:04.900,3 PIPELINE WERE FOUND DAMAGED.,"DONGFANG 13-2 PROJECT, SOUTH CHINA SEA",07498836H
2018-04-10 01:21:13.750,UNDERGROUND BLOWOUT,TBA,07221740K
2017-12-09 01:51:19.243,UNDERGROUND BLOWOUT,TBA,07221740K
2018-08-09 01:15:24.863,FAILURE OF THE BOTTOM ISOLATION SEAL ON THE GASINJ,NGOMA FPSO - OFFSHORE ANGOLA,06830958T
2017-11-22 01:18:08.803,CHEAL B5 WELL INCIDENTENTRY SET UP FOR GBP FEES,NEW ZEALAND,07192910E
2020-02-18 01:25:51.567,DAMAGE TO NNPC/MPN JV OIL PIPELINE BY DEPTHWIZE'SR,NIGERIA,08321346T
2020-03-24 01:09:59.990,UNDERGROUND BLOWOUT,TBA,06955348T
2018-04-29 01:25:04.923,UNDERGROUND COW GRIM REAPER 2930 1H WELL,TEXAS,06981048P
2018-08-22 01:19:01.083,CRANE DAMAGE,GABON,06641346T
2020-01-21 01:09:04.370,"SUBSEA PIPELINE - SEBUKU BLOCK, MAKASSAR STRAIT. S","SEBUKU BLOCK, MAKASSAR STRAIT, SOUTHEAST",07224068W
2020-06-07 10:43:23.420,DRILLING INTO A ZONE IN THE VERTICAL AND TOOK A PR,"KINGFISHER COUNTY, OKLAHOMA",07054674N
2019-03-01 01:51:51.067,BLOCK,NULL,06869548F
2017-10-06 04:33:42.443,MV SEA HORSE II CAME INTO CONTACT WITH STERN LEGOF,TRINIDAD,06663012F
2018-06-13 01:12:20.777,UNDERGROUND COW GRIM REAPER 2930 1H WELL,TEXAS,06981048P
2018-09-18 01:14:51.927,3RD PARTY DAMAGE TO MURPHY 12 PIPELNE,KIN BALU FIELD,07402184G
2019-01-30 01:32:45.733,INFLUX WAS DETECTED DURING DRILLING AND THE WEEL W,TBA,06886572N
2018-08-22 01:22:57.760,CRANE DAMAGE,GABON,07556342J
2020-04-24 01:39:52.617,FAILURE OF ANCHOR CHAIN,TBA,06890228V
2020-04-28 01:07:06.337,EMPLOYEE DIAGNOSED WITH CANCER THAT WAS ALLEGEDLYC,ISRAEL,06798890F
2019-02-03 01:27:20.707,FLOODING DAMAGE,"ARGENTINA, EL TORDILLO",06894262Q
2019-01-11 01:28:40.977,A FIRE ACCIDENT OCCURRED DUE TO A GAS LEAK ON BLOC,PAL F2 PLATFORM,07140836Q
2019-02-06 01:42:01.950,INFLUX WAS DETECTED DURING DRILLING AND THE WEEL W,TBA,06886572N
2018-03-27 04:25:00.003,"GAS SENSOR WAS TRIGGERED AT THE WELL, PLATFORM EME",TBA,06899934V
2019-03-01 01:56:26.567,BLOCK,NULL,07579704H
2018-06-26 01:23:37.657,UNDERGROUND BLOWOUT,TBA,07221740K
2018-05-17 05:43:57.030,"SUBSEA PIPELINE - SEBUKU BLOCK, MAKASSAR STRAIT. S","SEBUKU BLOCK, MAKASSAR STRAIT, SOUTHEAST",07224068W
2017-12-29 01:17:40.503,OIL SPILL CAUSED BY ILLEGAL TAPPING TO EXPORT OILP,FILANOVSKOGO FIELD ASTRAKHAN REGION RUSSIA,07243456A
2020-07-14 04:42:34.073,COMPONENT LOST IN PIPE LINE,SWEDEN,08307490H
2019-03-06 01:08:43.567,TO FIRE.,TBA,06659488W
2018-06-06 01:21:58.280,UNDERGROUND COW GRIM REAPER 2930 1H WELL,TEXAS,06981048P
2019-07-05 01:17:49.543,3 PIPELINE WERE FOUND DAMAGED.,"DONGFANG 13-2 PROJECT, SOUTH CHINA SEA",07498838C
2019-04-02 01:38:33.997,FAILURE OF THE BOTTOM ISOLATION SEAL ON THE GASINJ,NGOMA FPSO - OFFSHORE ANGOLA,07209262J
2018-03-27 04:24:56.143,BLOCK,NULL,06869548F
2018-05-10 02:45:57.797,SEVERE FLOODING DUE TO SIGNIFICANT RAINFAL.,"GREENSBURG, LA",06646330F
2017-11-15 01:17:09.737,EXPLOSION AT HARRISON WATER TREATMENT FACILITY,COLORADO,06850900W
2020-05-14 01:30:27.223,BUILDING SUFFERED WATER DAMAGE DUE TO WATER TANKLE,"CANADA ALBERTA, DRAYTON VALLEY",06814068G
2019-05-14 01:10:34.490,BLOCK,NULL,07926936C
2020-06-23 01:22:48.570,INCIDENT DURING INSTALLATION OF SHEATHED MOORING W,"NJORD FIELD, CAR PROJECT",08198698G
2018-07-11 01:50:29.947,TBA,TBA,07373352F
2019-02-06 01:42:05.887,INFLUX WAS DETECTED DURING DRILLING AND THE WEEL W,TBA,06903424R
2017-09-27 06:43:08.270,BLOCK,NULL,06869548F
2019-03-13 05:44:55.390,CROSS FLOW ISSUE AT ELGIN WHP B,"ELGIN FRANKLIN FIELD, EAST OF ABERDEEN",07213378Q
2018-04-19 06:35:38.307,ON 4TH OCTOBER A TOTAL POWER FAILURE ON THE FPSOCA,OFFSHORE ANGOLA,06830906W
2017-12-19 01:11:06.450,UNDERGROUND BLOWOUT,TBA,07221740K
2019-02-20 01:54:39.650,DAMAGE TO TOP DRIVE,PORT OF MASAN,07747136T
2019-06-11 01:21:00.077,CONTROL OF WELL INCIDENT,TBA,07509148B
2018-07-11 02:45:55.483,SCRATCH DAMAGE CAUSED TO THE PIPELINE,"DONGFANG 13-2 PROJECT, SOUTH CHINA SEA",07500778R
2019-05-19 01:52:46.157,INJURY,NULL,07815048V
2017-12-19 01:11:23.217,"LEAKAGE AT CHRISTMAS THEE AT B06 B08, INCLUDING WE",CHRISTMAS THEE,07233146F
2017-09-24 08:18:57.907,EQUIPMENT MISSING FROM YARD - USD FEE ENTRY,LABUAN,06247404J
2018-08-17 01:14:08.583,LOSS IN RESPECT OF INSTALLATION OF SUBSEAUMBILICAL,GULF OF MEXICO.,06662948E
2020-03-06 01:06:06.120,MOORING LINE DAMAGE,TBA,06336750M
2019-01-15 05:59:02.260,DAMAGE TO VARIOUS FLOWLINES,CAMEROON,06578982K
2018-09-13 01:13:45.990,BLOCK,NULL,07181862W
2019-05-09 01:45:35.077,HEAD ON COLLISION INVOLVING TRUCK AND TRAILER,"CANADA, MILE 29 ALASKA HIGHWAY, DAWSON CREEK, BC",06441698T
2017-11-29 01:15:11.927,LEAKAGE AT PIPELINE PL348,OFFSHORE MALAYSIA,06333942V
2019-04-25 01:18:49.010,GTG DAMAGE,TBA,06520868K
2018-11-15 01:11:06.140,CHANGE IN OPERATING PROCEDURES AT JUBILEE FPSOFILE,"JUBILEE FPSO, GHANA",06463462F
2018-02-23 01:16:19.347,THE WEST POLARIS EXPERIENCED A BLACKOUT AND WAS IN,OFFSHORE ANGOLA,06368192H
2018-09-02 01:26:36.673,DAMAGE TO GAS TURBINE UNITS 1&2,"HAFAYA SITE, IRAQ",05957352F
2019-05-01 01:20:29.717,THE WATER INJECTION FLOWLINE FROM THE FPSO TO THEW,NEW ZEALAND,06247542Q
2017-12-28 01:18:48.890,TBA,TBA,06336750M
2019-09-15 01:14:01.717,BLOCK ENTRY,NULL,06842494T
2018-07-01 01:37:43.893,DAMAGE TO ROLLS-ROYCE THRUSTERS.,TBA,07485474B
2019-09-27 01:33:29.160,THEFT AT THE MISHRIF AND YAMAMA WELLPADS,"WEST QURNA-2 PROJECT, IRAQ",07362614P
2017-12-21 01:13:59.713,CHANGE IN OPERATING PROCEDURES AT JUBILEE FPSOFILE,"JUBILEE FPSO, GHANA",06463462F
2018-05-20 01:20:04.290,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07311422F
2017-09-24 13:34:36.497,BLOCK,NULL,06336746A
2018-10-12 01:14:42.593,BLOCK,NULL,06336746A
2019-08-02 01:11:48.760,FAILED PRINTED CIRCUIT HEAT EXCHANGER (OPERATINGRI,CIDADE MARICA,06800426T
2019-05-26 02:52:18.067,EQUIPMENT MISSING FROM YARD,NULL,05972780R
2018-01-10 01:15:57.693,A ROUTINE WELL BARRIER TEST WAS CONDUCTED ON SKARV,TBA,07083888Q
2018-08-09 01:17:38.193,DAMAGED SEALS,OFFSHORE ANGOLA,07356430J
2018-03-28 04:36:33.803,STORM DAMAGE TO IDKU WDDM GAS PLANT ASSETS,ONSHORE EGYPT,06334782H
2018-04-20 08:01:02.517,LOSS OF DJENO BUOY,"CONGO, OFFSHORE POINTE NOIRE",07124426H
2017-11-17 01:18:27.113,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07024348J
2017-12-31 01:16:04.197,HOSE REEL MOTOR FAILURE (H&M),CIDADE DE MARICA,06682940J
2020-04-19 02:22:09.867,DAMAGE FROM 3RD PARTY ANCHOR D,TBA,07496854T
2017-12-15 01:17:31.933,EXPLOSION AND FIRE AT OBANGUE EAST CENTRAL PROCESS,"OBANGUE EAST SITE, GABON",06681570C
2018-03-25 11:31:25.600,DAMAGED SEALS,OFFSHORE ANGOLA,07356430J
2018-12-26 01:35:15.877,GTG DAMAGE,TBA,06520868K
2019-02-22 01:56:22.713,INJURY,NULL,07815048V
2019-06-21 01:09:13.030,DAMAGE TO VARIOUS FLOWLINES,CAMEROON,06578982K
2019-06-05 01:11:45.180,THEFT AT THE MISHRIF AND YAMAMA WELLPADS,"WEST QURNA-2 PROJECT, IRAQ",07362614P
2018-03-29 05:22:36.663,THEFT AT THE MISHRIF AND YAMAMA WELLPADS,"WEST QURNA-2 PROJECT, IRAQ",07362614P
2018-08-03 01:24:54.983,CONTROL ROOM REPORTED LOSS OF COMMUNICATION WITHSE,OFFSHORE ANGOLA,07071734F
2018-04-01 04:16:43.737,MOORING LINE DAMAGE,TBA,06336750M
2018-10-12 01:14:43.267,MOORING LINE DAMAGE,TBA,06336750M
2018-11-28 05:54:29.657,HOSE REEL MOTOR FAILURE (H&M),CIDADE DE MARICA,06682940J
2018-11-28 05:56:07.707,DURING THE TRANSPOOLING OF UO-1 UMBILICAL TO INSTA,BLOCK 15-06 WEST HUB,07031792T
2020-05-29 01:33:46.877,SPUD CAN DAMAGES,TBA,06486938G
2019-04-25 01:18:47.073,BLOCK,NULL,06486934R
2017-10-04 01:15:21.757,FIRE AT THERMAL POWER PLANT FURRIAL,VENEZUELA,07115616C
2018-04-11 05:42:19.997,DURING THE TRANSPOOLING OF UO-1 UMBILICAL TO INSTA,BLOCK 15-06 WEST HUB,07031792T
2018-08-24 01:22:02.983,SPUD CAN DAMAGES,TBA,06486938G
2017-12-12 01:15:58.657,SECURING OF WELL,TBA,07224066E
2018-03-14 05:26:31.300,BLOCK ENTRY,NULL,06539540K
2020-05-05 01:07:17.287,SURFACE CONTROLLED SAFETY VALVES BECAME CLOSED ATW,"MISSISSIPPI CANYON BLOCK, GULF OF MEXICO",06751874N
2019-11-29 01:13:44.517,DRIFTED MATERIAL BARGE DUE TO BAD WEATHER.,KUWAIT,07947480C
2017-11-22 01:17:58.193,BLOCK,NULL,07181868F
2017-11-29 01:15:28.347,STORM DAMAGE TO PLANT,NULL,06357250Q
2019-01-22 01:22:47.773,PRECAUTIONARY ADVICE IN RESPECT OF LAUNDRY LISTING,VARIOUS,06289204V
2018-06-21 01:13:00.967,BLOCK ENTRY,NULL,07470978F
2019-04-30 01:26:39.360,CONTROL ROOM REPORTED LOSS OF COMMUNICATION WITHSE,OFFSHORE ANGOLA,07071734F
2018-10-04 01:11:21.770,A GROUNDING INCIDENT OCCURRED WITH THE ERSAI PIPEL,TBA,06595530Q
2017-12-05 01:13:44.097,WELL SIDE TRACKED DUE TO STRUCK DRILL STRING. PIPE,"SAPA-04ST2 WELL, BLOCK SK311, OFFSHORE MAYALSIA",07213538W
2019-12-29 01:14:34.320,A ROUTINE WELL BARRIER TEST WAS CONDUCTED ON SKARV,TBA,07083888Q
2018-03-25 11:28:02.740,LOSS IN RESPECT OF INSTALLATION OF SUBSEAUMBILICAL,GULF OF MEXICO.,06662948E
2018-12-26 01:35:00.563,BLOCK,NULL,06336746A
2018-04-06 01:23:24.723,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07064016K
2020-05-19 01:08:26.940,DAMAGE TO ROLLS-ROYCE THRUSTERS.,TBA,07485474B
2019-08-22 01:18:46.990,SAKHALIN I OFFSHORE. LOADING INCIDENT,OFFSHORE RUSSIA,07227332N
2019-03-26 02:09:41.630,TEMP MOORING DAMAGE,TBA,06666398M
2019-12-29 01:20:08.243,INGRESS OF WATER,MALAYSIA,08090728B
2018-05-24 01:54:06.910,DAMAGE TO BOP,TBA,07437274Q
2019-12-10 01:06:05.783,INJURY,NULL,07815048V
2017-09-29 01:16:41.767,UMBILICAL DROPPED ONTO SEA BED,OFFSHORE VIETNAM,07110940B
2018-06-01 01:25:01.667,DURING THE TRANSPOOLING OF UO-1 UMBILICAL TO INSTA,BLOCK 15-06 WEST HUB,07031792T
2018-03-18 04:12:46.107,BLOCK,NULL,06336746A
2019-08-30 01:21:51.200,GTG DAMAGE,TBA,06520868K
2018-07-06 01:31:36.987,BLOCK ENTRY,VARIOUS,06858986K
2019-09-26 01:25:49.363,BLOCK,NULL,06336746A
2019-04-25 01:21:47.057,SAKHALIN I OFFSHORE. LOADING INCIDENT,OFFSHORE RUSSIA,07227332N
2020-02-19 01:20:20.077,BLOCK ENTRY,NULL,07193076F
2018-05-22 01:12:56.767,PRECAUTIONARY NOTICE OF CLAIM IN RESPECT OF FPSO R,NEW ZEALAND,06315530H
2017-09-24 13:34:43.217,GTG DAMAGE,TBA,06520868K
2019-05-26 03:02:34.903,DRIFTED MATERIAL BARGE DUE TO BAD WEATHER.,KUWAIT,07947474T
2018-08-30 01:21:49.483,THE WEST POLARIS EXPERIENCED A BLACKOUT AND WAS IN,OFFSHORE ANGOLA,06368192H
2018-09-09 01:19:22.787,HEAD ON COLLISION INVOLVING TRUCK AND TRAILER,"CANADA, MILE 29 ALASKA HIGHWAY, DAWSON CREEK, BC",06441698T
2019-07-04 01:10:59.867,INJURY,NULL,07815048V
2019-01-18 01:16:47.867,DUE TO ROUGH WEATHER A BARGE COLLIDED WITH PILES A,TBA,07490612A
2018-07-19 01:21:40.770,"DAMAGE OF THE PRODUCTION SITES, ROADS, BRIDGES, PL",GISSAR FIELD.,07460624P
2018-04-19 06:34:58.337,ROOF AND HVAC DAMAGE FROM HAIL,"950 ISOM RD. AND 5631 BROADWAY,SAN ANTONIO, TEXAS",06542094A
2017-12-01 01:31:16.583,CONTROL ROOM REPORTED LOSS OF COMMUNICATION WITHSE,OFFSHORE ANGOLA,07071734F
2020-05-07 01:31:09.403,DRIFTED MATERIAL BARGE DUE TO BAD WEATHER.,KUWAIT,07947480C
2019-02-15 02:03:47.257,"DAMAGE OF THE PRODUCTION SITES, ROADS, BRIDGES, PL",GISSAR FIELD.,07511328W
2020-03-27 01:09:03.687,EQUIPMENT MISSING FROM YARD - USD FEE ENTRY,LABUAN,06247404J
2019-01-29 05:51:01.827,STORM DAMAGE TO IDKU WDDM GAS PLANT ASSETS,ONSHORE EGYPT,06334782H
2020-02-27 01:12:09.557,LOSS OF DJENO BUOY,"CONGO, OFFSHORE POINTE NOIRE",07124426H
2018-01-03 01:12:18.847,SPUD CAN DAMAGES,TBA,06486938G
2018-07-29 01:15:14.187,DAMAGE TO BOP,TBA,06437690H
2019-01-13 01:17:41.787,FIRE AT THERMAL POWER PLANT FURRIAL,VENEZUELA,07115616C
2020-05-31 14:19:33.410,POKIETNICA - 4 COW INCIDENT AT ROKIETNICA - 4,POLAND,06052176N
2018-11-16 01:14:57.127,CHOKE VALVE OF P3 WELL,P3 WELL VIETNAM,06631836E
2019-07-11 01:11:49.460,BLOCK,NULL,06486934R
2019-04-21 01:43:01.480,INJURY,NULL,07815048V
2017-09-24 08:09:10.043,EQUIPMENT MISSING FROM YARD,NULL,05972780R
2017-09-24 13:35:01.013,BLOCK ENTRY,NULL,06842494T
2018-05-25 01:17:17.590,ANCHOR LEG MONITORING SYSTEM FAILURE (OPERATING RI,CIDADE DE MARICA,06827246E
2018-10-26 01:22:56.610,SUB SEA PIPELINES 1 AND 2 WERE DAMAGED AND FOUNDOU,UHTA,07645880A
2018-03-25 11:31:26.007,DAMAGED SEALS,OFFSHORE ANGOLA,07356434W
2018-06-20 01:06:30.507,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07311422F
2019-04-25 01:19:51.543,TEMP MOORING DAMAGE,TBA,06666398M
2017-12-31 01:16:06.057,PIPELINE LEAK NEAR BUNGA TULIP ALPHA,PM3FIELD - OFFSHORE VIETNAM,06684754P
2019-10-27 01:25:11.913,LEAKAGE AT PIPELINE PL348,OFFSHORE MALAYSIA,06606238W
2017-10-06 04:34:27.367,VARIOUS DAMAGES,"ARGENTINA, EL TORDILLO",07127428F
2019-09-17 01:18:06.080,BLOCK ENTRY,NULL,06539540K
2017-12-19 01:09:44.013,DAMAGE TO OSP JACKET GROUT SEALS ON B1 LEG,OFFSHORE NORTH SEA,06942664K
2018-11-28 05:56:38.877,BLOCK ENTRY,NULL,07193076F
2020-05-22 01:09:07.497,DRIFTED MATERIAL BARGE DUE TO BAD WEATHER.,KUWAIT,07947474T
2020-05-07 01:15:34.137,ROOF AND HVAC DAMAGE FROM HAIL,"950 ISOM RD. AND 5631 BROADWAY,SAN ANTONIO, TEXAS",06542094A
2017-09-24 13:34:50.230,TEMP MOORING DAMAGE,TBA,06666398M
2018-03-02 01:09:00.663,BLOCK,NULL,06896644G
2020-03-27 01:08:57.593,PIPELINE DEFECT - DALAK PIPELINE,OFFSHORE MALAYSIA,06208862R
2018-02-20 06:07:07.410,LEAKAGE IN THE GARN WEST RISER,"DRAUGEN FIELD, NORWEGIAN SEA",07024348J
2018-06-14 01:21:55.717,UMBILICAL DROPPED ONTO SEA BED,OFFSHORE VIETNAM,07110940B
2018-04-27 01:26:51.700,"LEAKAGE AT CHRISTMAS THEE AT B06 B08, INCLUDING WE",CHRISTMAS THEE,07233146F
2019-08-02 01:11:41.227,FAILED PRINTED CIRCUIT HEAT EXCHANGER,CIDADE SAQAREMA,06772988Q
2019-05-08 01:22:05.783,SEVERE FLOODING DUE TO SIGNIFICANT RAINFAL.,"GREENSBURG, LA",06646330F
2017-10-18 01:19:38.150,DAMAGE TO SUBSEA ELECTRICAL CABLE,DULANG FIELD OFFSHORE MALAYSIA,07140630V
2017-10-05 01:35:24.293,EXPLOSION AT HARRISON WATER TREATMENT FACILITY,COLORADO,06850900W
